,brand, model, rating, rating_text
80,la-sportiva,nepal-evo-gtx,4.5,   I have to give these boots mad props (yes I said mad props). Here's the story: I was stupid and had the brilliant idea of traversing Mt. Adams north to south but the catch was I parked my car on the south side forcing me to backpack around the mountain...    Great idea right? Any way I wore these boots for the entire 11 mile trip around the west side of the mountain and although they weren't exactly comfortable~ they didn't destroy my feet either. Ok~ so I thought I'd be clever and not lace them up all the way so I could flex my ankle a bit more which resulted in some blisters~ an easy fix. Once laced correctly they were comfortable~ walked well enough for me chew through the hike in about 8hrs (I could've done better in my tennies).    As far as the climb went they grip rock like a dream. The north ridge of Adams in one giant gravel pile~ and they helped grip the tiny bid of solid rock there was. They kept my feet dry during the numerous stream crossings and gripped the wet rock amazingly as well. The ankle support is very intuitive. I could flex as needed but not so loose that when stumbling on the loose-pile-that-is-the-north ridge-of-Adams my ankles were not injured either.    Obviously they accept crampons~ have a gore-tex lining~ and all that good stuff. I didn't notice my feet being too warm with the duratherm lining but at the end of the day after taking them off~ there was quite of bit of moisture build up.    Bottom Line: Great boot for CLIMBING. Don't try to hike in them. Wear your tennies instead ;P.   There is a glaring downside though: They are heavy~ like 2lbs heavier than than my regular hiking boots.   Oh yeah~ found mine used~ pretty pricey otherwise.   
81,la-sportiva,nepal-evo-gtx,3.0,"   They are absolutely bomber mountaineering boots and I recommend them to any serious mountaineer BUUUUT holy hell do these suckers hurt—so much that on my last climb I joked that hacking off my feet with my ice ax and descending on bloody stumps would be less painful. Wearing them feels like miniature shark attacks (one for each foot).       They are ultra stiff~ full-shank boots so I wasn't expecting them to ever be comfortable~ but after using them nearly year-round for three years I thought they'd be broken in by now. Instead they leave me hobbled for days after a climb.       Unfortunately~ there are few options for women's four-season boots and these fit me better than the others~ which is why I keep wearing them. From now on~ I'll wear approach boots/shoes and only put on the EVOs once I rope up or I'll just leave them at home and wear summer mountaineering boots instead.      Pros   Cons   5-stars for bomberness (that's a word~ right?); 1-star for comfort.   Beefy~ insulated~ and puncture/abrasion resistant boot with silicone impregnated waterproof leather plus a Gore-Tex liner...so yeah~ totally bomber.   Lace-lock system makes lacing highly customizable and ensures there is no heel slip. You can tighten the bottom and top parts of the boot independently—super cool!   Full-shank for steep routes and for ice climbing where front-pointing is necessary. Also good when leading a mountaineering route and have to step-kick for an extended period.   Removable tongue insert for a customized fit.   Stretchy gaiter keeps out snow and debris while also adding warmth.   Great ankle support and a flexible part between the top and bottom of the boot adds bend at the ankle so they are easier to walk in.   Really good sticky sole and edge for scrambling and rock climbing~ and has La Sportiva's ""impact brake system""~ where the lugs of the soles are slanted in oposite directions to minimize slipping.   The only real drawback is that they are pretty heavy. So~ overall~ they are frigging awesome mountaineering boots!   But like I stated above~ comfort is a serious issue for me. I think my feet are a bit wide~ not wide enough to wear wide shoes~ just wide enough to make wearing these boots a traumatic experience. If you have normal feet~ you should probably be good. If you only have sorta normal feet~ then I recommend you consider the fit carefully; otherwise~ you may find that you have the overwhelming urge to jump headfirst in a crevasse to end your suffering."
82,la-sportiva,nepal-evo-gtx,4.5,"   These boots are bomber. They are definitely too stiff for approach hiking~ however they shine bright when put into glacier travel and ice climbing. If you can afford them get them~ otherwise look for some used ones.   Pros   Cons   Fit: They run an accurate size.   Comfort: Once broken in they are great!   Support: Full shank... enough said   Water Resistance: Gore-tex so good   Traction: Surprisingly great   Temp Control: Very good~ however heavy thermal socks recommended for any temps below -5°C.   Ease of Use: Pretty simple~ I like the ""lace lock outs"" at the ankle.   Features: Heel and toe welts for wire bail crampons   Durability: Bomb proof   Conditions: Whiteout storms~ glacier travel~ light trails~ and ice climbing."
83,la-sportiva,nepal-evo-gtx,5.0,"   Best mountaineering boot money can buy~ period.   Pros   Cons   The fit of the boot is excellent. Like most La Sportiva products~ it skews towards those with narrower feet~ but will fit most people with medium width feet just fine. A ""second tongue"" is included~ which allows for people with lower volume feet to customize the fit of the boot.   The boot is quite warm~ probably the best leather boot on the market when it comes to keeping your feet warm~ and the leather gives the boot a more ""satisfying"" feel when climbing than plastic. The incredible rigidity of the sole and upper make this boot excellent for everything from kicking steps to climbing vertical ice. The fact that it accepts automatic crampons is also nice.   The yellow dye in the leather will bleed out when new~ making it look as if a dog has peed in the snow EVERYWHERE that you go. For a while.   Long story short~ this is the best mountaineering boot you can purchase. As it ought to be for the asking price....ouch!"
84,la-sportiva,nepal-evo-gtx,5.0,   Most important for a great all-around mountaineering boot is all day comfort~ which the Nepal EVO GTX excels at. Even though the description does not mention any info about using this boot for technical climbing~ I have found they are very solid for mixed/technical terrain. I highly recommend this boot and they keep my feet toasty!   Pros   The fit is true to size and is uniform to all La Sportiva boots. I have a high arch and use insoles which work very well. The lacing system is efficient at customizing the boot to my foot.    I went on a 14 mile hike in winter with the boots right out of the box and experienced no discomfort. This boot provides very good comfort and support. They are very rigid and have a solid feel which helps climbing steeper inclines.    I have yet to encounter any issues with water leaking in. These have kept my feet 100% dry.    Excellent grip in both snow and dirt but slippery on wet rock.    Keeps feet very warm but can overheat if temps get too high.   Very consistent boots that are very well made and last for years. I bought them in 2009~ used them every winter/spring season and they're durability is amazing. 
85,la-sportiva,nepal-evo-gtx,4.0,   Great all around boot.   Pros   Cons   Good boot. I am currently using them for ice climbing and may use them for mountaineering in the future. They are warm and comfortable. Work well with my BD Cyborgs. Fit is true to size. I just wear a Smartwool ski sock with them and my feet are generally warm enough.   Would recommend.
86,la-sportiva,karakorum,4.5,"   Replaced a pair of long lived Asolo TPS 520s with these in preparation for a mountaineering climb that required crampons. I loved the Asolos but needed something with a more rigid sole.    Pros   Cons   In 1989 I bought my first ""real"" hiking boots. The $80 Vasque boots bragged of full-grain leather~ double-stitched soles~ steel shank~ leather liner~ and Vibram soles. They made me feel like I could go through anything.   They lasted me about 10 years until one of the soles separated from the upper 7 miles up a snowy trail. When I pulled off my gaiters off for the night and saw the front sole of my boot hanging~ I realized why my foot seemed to be getting so wet.   The La Sportiva Krakorums have the same old-school feel without the weight. The 3/4 shank makes these a very rigid boot~ appropriate for off-trail mountain hiking~ summit scrambles~ crampon use~ and snowy terrain. I would not recommend these for backpacking and hiking~ unless your need them for foot comfort.   I've used these boots for about 14 months~ including casual training hikes~ backpacking trips~ mountain summits~ and winter camping. They are definitely not waterproof~ like my previous Asolo boots. After slogging through wet snow~ there is some leakage at the base of the tongue~ but in such conditions I expect my feet to get wet and stay wet until the trek is over~ regardless of the claims of the footwear. After long periods in wet conditions in my Asolo TPS 520s~ my feet would end up wet anyway~ often from the inside due to sweat or from snow getting past the gaiters. (I hate post-holing through snow.)   The non-waterproof version of the Karakorums was specifically selected to keep my feet cooler and dry out faster. This has proven to be true. I can also apply additional water repellant coatings to the Karakorums as necessary.   The boots have sticky soles for rock climbing and have held up well so far. They also have nifty lace clamp or lock at the eyelet loops. It took a bit of play to figure out how to lock and unlock them without using my fingernails.   For fair weather trail hiking~ I use a lighter shoe and save the Karakorums for when I have to put on my ""man face.""   I picked these up at REI after fitting and evaluating a number of other mountaineering boots at several retailers. I'm not quite ready to go for the tricked-out~ stitched-up~ plastic constructions.   Eugene"
87,la-sportiva,karakorum,2.5,   I purchased these boots for use hiking and backpacking in Colorado~ on and off trail. I tend to hike 5-15 miles per day and usually carry a 20 Lb pack dayhiking and 50+Lbs backpacking. I have a narrow foot and have had good luck with the fit of LaSportiva boots in the past.   I like a stiff leather boot with lots of ankle support and the Karakorum fit the bill. I tried them on and they fit my foot very well right out of the box. They did not require much break-in time and are very comfortable. I did add a pair of Superfeet insoles.   I wore these boots on 20 to 30 hikes over a period of 2 months~ mostly on-trail in dry~ rocky terrain with distances ranging from 5-15 miles. Other than some occasional numbness of my toes from pressure on the top of my feet~ the boots felt great and I never got a blister or hot spot. The numbness was always corrected by adjusting the laces.   They seemed to be fairly waterproof. I spent one entire day slogging through deep mud on a particularly sloppy trail and my feet stayed dry. The leather stayed looking new after many days of traveling over rocky trail and a few days spent scrambling through talus and scree.   My only complaint with the boots is the build quality. Within the first few weeks of use~ the rubber scree protector began to detach from the leather on both boots. By the end of the second month~ the sole began to come unglued from the heel area of one boot.   I would expect good quality~ expensive hiking boot to stay together longer and I assume that the build quality is to blame. I have used other LaSportiva~ Asolo~ Lowa~ and Kayland boots in similar and more adverse conditions that lasted many seasons. Either the Karakorums are defective~ or they simply won't last a season of use.   Overall~ I was very happy with the fit~ but disappointed with the quality. I did not feel I used these boots heavily enough or in conditions harsh enough to cause the issues I had.
88,la-sportiva,karakorum,5.0,   A year or two ago I bought some La Sportiva Onix GTX hiking boots. They fit great and were very comfortable. Unfortunately~ they recently developed tears in the uppers. There was one tear on each boot~ both in the same location. I am normally very easy on my gear~ and have never torn uppers before.   I called La Sportiva and spoke with someone regarding their warranty policy. They said the warranty is good for one year. I explained how they tore~ and that I didn’t really think they should have. They asked me to email them photos~ which I did.   I then got a call from La Sportiva. They said the boots should not have torn and they would issue me full retail credit for the boots. I would then be able to put that credit toward any boot in the La Sportiva line. YES! That is awesome! I was super excited they would honor a boot out of their formal warranty period based on HOW it was defective.   A bit later I went to the REI Flagship store in Denver~ as they have the largest selection of La Sportiva boots around. Now~ it’s important to understand I have a tough time finding boots that fit me well. So I tried on every La Sportiva boot they carried.   Two of them fit me well~ but one of them had a thin upper material right where my Onix boots tore. Therefore~ I was hesitant to go with that model. Additionally~ they didn’t offer much lateral protection from rocks~ etc. So I had basically narrowed it down to one boot- the Karakoram.   The credit for the torn Onix boots was $145. The Karakorams were $270. Spending $270 on boots is a tough pill for me to swallow~ but if they were the only ones that would work~ well….that’s was I was going to get. After all~ I didn’t want the $145 credit to go to waste.   I called La Sportiva and told them which boot that I wanted~ but that I didn’t want to get them for another month or two~ as we have some expenses coming up that I am saving for. I asked if it would be alright if I call him in a couple months~ pay the difference and have them ship the Karakorams to me. They hesitated briefly and said~ “You know what? Don’t worry about it. We’ll cover it.”   WHAT? You’re going to send me the boots and I don’t have to pay the difference? EXCELLENT! They said the boots would be sent out today or tomorrow. Wow! Talk about top-shelf service. This is a company that I will continue to do business with for a long~ long time. Now I can keep my plans to go on a big hike in three weeks with a buddy.
89,la-sportiva,karakorum,4.5,   I purchased this boot at REI after trying several La Sportiva models via Zappos--ran out of credit card!  (I've had a pair of Makalus for 11 years but my foot is now too big for them.) Not all La Sportivas fit alike!! At least with my feet.... :-)    I wore the Karakorams for about five days prior to my trip for maybe a total of 5 hours~ street walking only. Headed out to the Hoover wilderness/Toiyabe NP on Sep 18 with a 40+ pound pack. 5.5 miles to camp and 2400 ft elevation gain--Horse creek trail. Lots of rock and some very steep loose rock. The boots kept me sure footed at all times! I had to loosen my right boot once as my feet began to swell about 2.5 hrs in.  After establishing camp I was astounded to find NO blisters!!!
90,la-sportiva,karakorum,5.0,   I have used my boots on Rainier in snow fields with crampons~ lenghthy approach hikes~ and numerous fourteeners in Colorado including Maroon Bells~ Pyramid Peak~ Shavano~ and Capitol. They were sturdy~comfortable~ and break in was not long at all. La Sportiva makes an excellent boot.
91,salewa,rapace-gtx,4.0,"   A good all-rounder.   Pros   Cons   I've used this pair for 2~5 years extensively in the Cretan mountains on mixed rocky terrain and also in snow ascents. Salewa describes this boot for mountaineering use and for via ferrata and is crampon compatible which is kinda odd because even though it has a heel welt for use with semi-automatic crampons the boot is not insulated so my feet freeze even with a good pair of winter Primaloft socks! And I'm not a guy who gets cold easily...   The color is ""Night Black Kamille"" and the weight is at around 660gr per boot (size 43EU) so pretty lightweight for a leather boot. My city-shoe size is 42EU and this pair is 43EU~ so I'd say that it is almost true to size.   The upper consists of 1.8 mm nubuck leather with Gore-Tex membrane which is more breathable than my Zamberlan 1009 Vioz Top GT RR and full rubber rant for added protection.   You also get 2-stage; lacing system (like some climbing shoes) for a more custom fit.   MFF+ (multi-feet footbed) for a better fit depending on your foot anatomy.   3F System for improved ankle support which is just coated steel wire that runs from the ankle to the lacing and from there the heel to improve rigidity without adding weight. Now I don't know if this is all marketing or if it really works but judging from the weight and performance I get in rocky terrain I'm sold.         The semi-stiff midsole consists of nylon and 27% fiberglass (according to Salewa).   The glue between the rubber rand and he leather holds well. A known weak spot in many boots I've seen.          Vibram WTC sole provide excellent traction in wet+dry rocky terrain and was also very good on firm snow but it wore off pretty quick in my opinion. Then again bare rocky terrain does that easily.      One last thing: No breaking-in required.   Experience   Overall I would suggest this boot as a good all-rounder and would definitely recommend it for 3-4 season use~ but I wouldn't recommend it for temperatures bellow -5° Celsius except if you have a pair of very warm socks.      A favorite among many fellow hikers here in Crete."
92,salewa,rapace-gtx,4.5,   Great all-around lightweight boots for scrambly terrain. Great for summer outings.    Pros   Cons   I love these boots. I've used mine intensely for the last three years and they are still good as gold. They are extremely comfortable and very lightweight. They fit my feet (I've got wide and flat feet) perfectly and don't even notice them on my foot due to their light weight.   They are my preferred pair for summer outings in rocky terrain and scrambly adventures. The edges are perfect for scrambling and the soles are very grippy~ which makes it a perfect pair of boots for hiking more technical routes out there. My pair is also fairly waterproof still. I use beeswax to keep them waterproofed.   The boot comes with a crampon fitting on the heel~ which I have used with my Petzel Sarkens a couple of times. It was a good that it had that at the time~ as I could use them with the crampons I own~ but I wouldn't want to walk all day with more technical crampons on these~ as just after a couple of hours they started giving me hot spots.   So it's good to have the option~ but I'd recommend just using G10s with these~ or more flexi crampons that don't rely on the heel hook if you are planning to be using crampons for hours on end. They are stiff enough for hiking in rocky ground and for the use of edges~ but too soft for ice climbing or front pointing for too long. Definitely not designed for that~ but you could get away with easier climbing.    I am impressed at how long the sole has lasted me~ taking into account I do hike in rocky terrain lots with them. And the leather is still great~ as well as shoelaces~ etc...   They are not the warmest~ but incredibly enough I used these in rocky terrain in Antarctica on warmer days (-1°0 to -15°) and they kept my feet warm enough. I did have warm socks and they were dry~ so it would be a different story for snowy conditions.    I would highly recommend these boots for anyone looking for a pair of light summer weight boots though.    Experience   Have had for three years   Intensive use   Used in Antarctica in summer
93,salewa,rapace-gtx,5.0,   Lightweight~ good fit~ should be a sturdy backpacking boot that also climbs well.   Pros   Cons   I just purchased these and have yet to put them through a full season. I was seeking a backpacking boot with a firm but not rigid sole that will walk and handle long approaches well~ and that will also take crampons and climb and handle off trail work well.   I expect these to be a lighter and more comfortable alternative to a pair of old leather Garmonts that had fit the bill for many years~ but that needed to be retired. This general boot style (lacing to the toe~ rand~ etc)~ Salewa uses on a number of their boots this spring. Maybe~ if these fit~ it's likely the other styles (e.g.~ hikers) based on the same platform may too...?   These fit my foot... I tend to need at least a medium width boot~ with a snug heel and roomy toebox. In these the footbed and insert option plus flexibility in lacing (from toe to top) allows lots of adjustability. I prefer to replace factory footbed inserts with Superfeet for the best the arch and heel support.   So far so good on fit. The footbed construction is firm but not rigid~ and the vibram sole provides very good traction.   I will update this report after putting in some mileage and elevation.
94,asolo,afs-8000,5.0,   2 veces por el Aconcagua~ quien los conoce Utiliza la diferencia ....   comodos~ seguros te hacen caminar pensando en el paisaje y no en los pies ...
95,asolo,afs-8000,4.0,   I used Asolo 8000s to climb high on Aconcagua Mt. in 2011. They worked fine~ good traction~ fit me just about right~ worked great with Sabretooth crampons. Most important~ they kept my feet warm in -20° C.   Fit is paramount...some folks cannot receive the proper fit with these boots. Shop for a reputable brand that does.   I purchased them brand new in 2010.   Beware of renting plastic boots! I heard of one guy who rented Asolo 8000s in Mendosa~ Argentina~ and lost toes because the boots did not protect him from the cold. Plastic boots~ because of the hardness~ do not show much in the way of wear. What happens is that the insulation within the boot gradually gets compressed and loses its insulation properties! You might rent that same pair or a similar pair at a rental shop.   Overall~ if they fit you~ and you require a plastic boot they'll do the job for you~ though I always bring my trusty Hotronics boot heaters just in case.
96,asolo,afs-8000,4.0,   This a great pair of boots if the fit is right. Spent a week on Mt. Washington in February. All day in the boots with a liner and Smartwool Mtn socks. No cold feet. No hot spots. The liner was supple~ molded to foot and kept me warm. Temps were in the single digits and as usual windy. If they fit I would highly recommend them.
97,la-sportiva,baruntse,5.0,   I love these boots !! I've had a pair of La Sportiva Evo's for a while and really liked the way they fit.   So I retired my Koflachs and sprung for the Baruntses.        Now~ the first thing everyone asks is why I didn't just get the top of the line Spantiks form La Sportiva. The well dressed mountaineer is wearing the Spantik for 2010 from what I can see.  I tried on the Spantiks and they fit great  - - BUT - - I wasn't sold on the high tech lacing system~ and had read some reviews about broken eyelets.        Turns out the Baruntse from what I can see is technically about the same insulation construction as the Spantik~ but with a traditional lacing system.        My feet are on the wide side (EE) plus my left foot is one size larger than my right~ so the game for me is to find a boot that I can dial in the fit with lacing~ liner molding and some shims. The Baruntse worked out great for that.         The liners are very good and use the Spantik style lacing system - - a zig-zag laceup that finishes with a Velcro tie down tab that sticks to the top of the boot. Here the new high tech laceup is really useful - - it's very fast to lace them up and they snug down very well. You can lace them quickly with a gloved hand~ then step into the boot. The heat molding works very well - - I did it myself using my oven at home according to the enclosed directions.         I've had them out in the field since September when I wore them for a summit of Mt. Rainier. Since then I've been out on a number of winter hikes and used them so far for one ice climbing session.       For hiking and general mountaineering they are very good - - easy to walk with on non-snow surfaces because the sole is a little narrower than my old Koflach Arctis Expes and because it has a nice rocker built into it (that doesn't go so far as to bend my crampons). I've been very warm in them to the extent I had to modify my sock layering and go to a lighter sock weight to avoid getting sweated~ even for very cold weather. I've used them down to minus 10 and they were fine!!      For ice climbing I'd rate them as good. I'm comparing this to my Evos which I've been used to for some time and are of course outstanding for ice~ which is principally what the Evo's are designed for. On climbs and expeditions~ the Baruntse will do very well for steep ice and mixed sections and are really a perfect choice for multi-day trips that the Evo's don't travel well on.       As usual~ when I was shopping for these I had to do the familiar epoch around trying on multiple sizes.   I'd 'recommend not relying on your current boots to predict sizing on the Baruntses. Instead~ I suggest trying on two sizes higher and two sizes lower than your current plastic or hybrid boot size~ and try to predict any additional fit advantage you would get from heat molding the liner. This is especially difficult these days with all but the most mountaineering specific retailers selling mail order only.        If you are in that situation~ I'd recommend ordering three sizes at once - - one size up and one size down from your current boot size. Throw it on the credit card and try them on as soon as you get them and pick the best fit. My recommendation for this approach is order from REI or EMS for store pick up~ so there's no shipping charge~ go to the store and try on the boots there~ and immediately return the two that don't fit. With the standard shipping speed for these types of orders~ it should basically cost nothing to order these multiple sets.       So to summarize:      1. Great boots   2. Watch for the pre-season or end of season sales if you can afford to wait   3. Get the sizing ABSOLUTELY right - - you'll have these boots for 20 years or more !      -g   
98,la-sportiva,trango-s-evo-gtx,5.0,   This is the greatest overall boot I've found in 30 years of climbing. It is amazingly light and comfortable (no blisters out of the box) yet it provides all the stability you can ask on scree~ rocks or with a hinged crampon. I don't front-point~ so I don't know about its ability there~ but it has been just great for medium-angle glacier travel.   I was looking for an alternative to the heavy~ uncomfortable plastic boots with totally rigid sole. With the Trango's three-quarter shank~ I couldn't be happier about the way it feels walking in on approach. Absolutely like a running shoe~ but still with really good support. Do yourself a favor and try a pair!
99,la-sportiva,trango-s-evo-gtx,4.5,   This is a great summer mountaineering boot for general mountaineering and glacier travel.   Pros   Cons   This is a great summer mountaineering boot as it is not insulated and is very waterproof. It is incredibly lightweight and sturdy~ although the sole wears down quickly on rock.   They work well with semi-automatic crampons~ but do not have a toe welt for fully automatic crampons. They have a 3/4 length shank and rockered sole which allows them to hike very well. The laces are smooth and easy to use~ especially with the lacelock feature.   Fit: Many people say that La Sportiva footwear runs narrow. I also find that to be true.   Durability: Low weight does come at a cost. The soles are a special Vibram sole that is lightweight~ but less durable than other Vibram soles. After you wear through it~ you can get it resoled with a heavier rubber sole that will last longer.   Traction: It grips well on rock~ although the rubber is not as sticky as some soles on other boots. Kicking steps in snow in this boot is a dream. If you are going straight up or sidehilling a snow slope~ the edge holds very well due to the rigidity of the sole.   Warmth: This boot is not insulated and my feet were warm above 20°F while moving~ wearing medium weight wool socks.   I have used this boot for 20 days of glacier and snow travel and have yet to be disappointed. If you're looking for a lightweight summer mountaineering boot that is totally waterproof and you have slightly narrow feet~ look no further!
100,la-sportiva,trango-s-evo-gtx,2.5,"   This is a very light boot. Feels more like a climbing shoe--BUT NOT AN ICE CLIMBING BOOT. Mtn Hardware claims it has ""frointpointing stability."" It does not. It flexes at the ball like a pair of heavy sneakers and I can't imagine what kind of crampons could front point up anything but low angle spring snow in these boots. Maybe footfangs~ but there is no toe bail rand.    This is not what I call an alpine boot--it is not suitable for crampons.    I sent them back; maybe OK for someone else~ but I wanted a crampon platform. This is my first synthetic boot. I was snowed by the light weight. I suspect that you can't find a stable crampon platform under 4lbs.   If anyone knows otherwise~ please let me know.  I have nice leather ALPINE boots with a rocker sole and rigid enough for crampons~ but they weight 5 1/2 lbs. I have plastic double boots. I was looking for something for mixed climbing in the Tetons etc. This ain't it."
101,la-sportiva,trango-s-evo-gtx,5.0,   Used these boots twice - once for climbing Huayna Potosi in Bolivia~ and then for the Annapurna Circuit. Too cold for Huayna - had to turn around at around 5700 meters as I couldn't feel my toes. They were superb for the Annapurna trek - comfortable~ lightweight for a climbing boot (a bit of overkill for the trek perhaps) and never anything even close to a blister. Great boots - trim~ not at all clunky. Plan to use them a lot more this spring and summer~ but only below 5500 meters.
102,la-sportiva,trango-s-evo-gtx,4.5,   Great boots.   Pros   Cons   Great traction when rock climbing~ considering they are boots. Had them last summer in Chamonix~ France. I had the Trangos for trekking and glacier crossing with crampons. When wet the Trangos did perform well~ very little chaffing.
103,la-sportiva,trango-s-evo-gtx,3.5,   I have used these boots on numerous climbs to Mt Blanc~ mixed ice/snow mostly with crampons. Overall~ they are very sturdy~ though I still get blisters on both heels on long hikes. They are light and perfect for dry conditions where you need good stability with the added flexibility of strapping on a pair of crampons.   HOWEVER~ Not well insulated. My feet froze badly on any assent above 4500m. I'm stuck with them for now~ but will upgrade to a better isolated model once these wear through.
104,la-sportiva,trango-s-evo-gtx,3.0,   This boot came highly recommended~ but after 4 to 6 decent hikes I'm still getting heel blisters.  Either they take forever to break in~ or there's something else wrong...they may be too stiff for the light hiking I've done so far~ or they're flawed.   I'm sure the size is right~ and I've tried different single and double dry sock configurations.  I'm not sure what else to do~ but I'm dreading some longer multi-day backpack/climbs coming up if I can't get the heel blisters to stop.  Otherwise a great boot...super light~ narrow.
105,la-sportiva,trango-s-evo-gtx,5.0,   After climbing for 35 years I have finally found the perfect boot. Great fit out of the box. This boot is comfortable for any kind for climbing including long approaches. I have never had a problem with cold feet and have used these boots at -20 ice climbing with no problem.   I just returned from a fairly challenging glacier ascent and was so impressed with the preformance of these boots again that I had to write this review. So far I have put in 10 Pacific Northwest ascents all on glaciers some with vertical ice and have had no blisters or foot issues at all with my Trangos.
106,la-sportiva,trango-s-evo-gtx,5.0,   I must say that after being a mountaineer for 30+ years it is nice to see they can still teach an old dog new tricks! This goes for boots as well.   At the ripe old age of 56 my body~ including feet~ just does not take the abuse like it once did. These boots are the most comfortable out of the box I have ever slid onto my feet!   First trip was into Goat Rocks in Washington state on a 3 day solo. Not a hot spot or any other issues.   If this boot fits your feet give it a shot Light and comfortable all rolled into one.
107,la-sportiva,trango-s-evo-gtx,5.0,   I bought these boots to get into more winter hiking and climbing. These boots were completely comfortable for everything from late fall through spring climbing and hiking. I even managed to spend a very comfortable climb on ice when the air temperature was over 60.    I've used them on steep ascents in crampons or hiking in snowshoes without any problem and with the fact that they are so light~ it makes a world of difference when having to move quick when the weather turned south. The boots aren't completely rigid~ so crampons that can deal with a little flex is not a bad thing.     Needless to say~ I'm very happy with these boots...
108,la-sportiva,trango-s-evo-gtx,5.0,   I bought this boot to supplement my old school heavy leather hiking boots~ and after a couple of uses I only wear these! I was used to prepping my feet for blisters from the old boots~ but that isn't a concern here.  Even out of the box~ these boots fit like tennis shoes yet are supportive and rugged. They were totally comfortable on days of 8-10 hours nonstop hiking. I even did a little bouldering~ and even slipped once crossing a river but thanks to their support~ didn't twist anything. Carrying a medium weight pack my feet were fine!     I've read other reviews and can't understand the blisters others have received. I use a silk liner sock and a heavy wool boot sock... and now gone are the days of moleskin and molefoam on my heels! I'm a convert to this style of boot. I do wonder about the use of leather lace loops vs metal~ but so far haven't had any trouble. They've been warm enough in mild snow (~4 inches) and I'm anxious to see how they work during the upcoming summer). So far I think they're great!
109,la-sportiva,trango-s-evo-gtx,2.0,"   I bought these boots for a mountain climbing trip (Rainier). After three months of ""breaking in~"" I'm still getting blisters on my heels. Now one lace eyelet has ripped out.    I called Sportiva and of course they offered to repair it under warranty. What happens if another eyelet blows out on the mountain or in the middle of a multi-day trip? Well~ they'll waranty that too. A lot of good that will do me on a glacier on Rainier.     I don't really want these boots anymore (three months of break-in and still painful)~ so I asked if I could return them even for a partial credit towards a different model (I'd take the Storm~ which cost half as much - I need light day hikers anyway). They won't do that.     On the upside~ they are very lightweight~ completely waterproof~ newmatic crampon compatible~ and the virbam rubber on the soles provides excellent traction - even with a heavy pack~ I never had to worry about losing traction climbing rocks and boulders.   In summary~ although this boot has some good features~ it's painful~ not sturdy enough~ and for the $$ Sportiva charges they should be more responsive to dissatisfied customers."
110,la-sportiva,trango-s-evo-gtx,5.0,   Great boots... I've always been loving leather~ but if you think of an incredibly lightweight product with a perfect construction highly engineered... this is the Trango Trek.   Great for approaching~ fit as a gaunt...and last but not least: not made in China!   bye!
